model,layer,name,name_id,shape[0],shape[1]
Qwen2.5-7B,0,self_attn.v_proj,3,512,3584
Qwen2.5-7B,0,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,0,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,0,mlp.up_proj,6,18944,3584
Qwen2.5-7B,0,mlp.down_proj,7,3584,18944
Qwen2.5-7B,1,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,1,self_attn.k_proj,2,512,3584
Qwen2.5-7B,1,self_attn.v_proj,3,512,3584
Qwen2.5-7B,1,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,1,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,1,mlp.up_proj,6,18944,3584
Qwen2.5-7B,1,mlp.down_proj,7,3584,18944
Qwen2.5-7B,2,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,2,self_attn.k_proj,2,512,3584
Qwen2.5-7B,2,self_attn.v_proj,3,512,3584
Qwen2.5-7B,2,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,2,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,2,mlp.up_proj,6,18944,3584
Qwen2.5-7B,2,mlp.down_proj,7,3584,18944
Qwen2.5-7B,3,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,3,self_attn.k_proj,2,512,3584
Qwen2.5-7B,3,self_attn.v_proj,3,512,3584
Qwen2.5-7B,3,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,3,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,3,mlp.up_proj,6,18944,3584
Qwen2.5-7B,3,mlp.down_proj,7,3584,18944
Qwen2.5-7B,4,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,4,self_attn.k_proj,2,512,3584
Qwen2.5-7B,4,self_attn.v_proj,3,512,3584
Qwen2.5-7B,4,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,4,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,4,mlp.up_proj,6,18944,3584
Qwen2.5-7B,4,mlp.down_proj,7,3584,18944
Qwen2.5-7B,5,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,5,self_attn.k_proj,2,512,3584
Qwen2.5-7B,5,self_attn.v_proj,3,512,3584
Qwen2.5-7B,5,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,5,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,5,mlp.up_proj,6,18944,3584
Qwen2.5-7B,5,mlp.down_proj,7,3584,18944
Qwen2.5-7B,6,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,6,self_attn.k_proj,2,512,3584
Qwen2.5-7B,6,self_attn.v_proj,3,512,3584
Qwen2.5-7B,6,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,6,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,6,mlp.up_proj,6,18944,3584
Qwen2.5-7B,6,mlp.down_proj,7,3584,18944
Qwen2.5-7B,7,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,7,self_attn.k_proj,2,512,3584
Qwen2.5-7B,7,self_attn.v_proj,3,512,3584
Qwen2.5-7B,7,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,7,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,7,mlp.up_proj,6,18944,3584
Qwen2.5-7B,7,mlp.down_proj,7,3584,18944
Qwen2.5-7B,8,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,8,self_attn.k_proj,2,512,3584
Qwen2.5-7B,8,self_attn.v_proj,3,512,3584
Qwen2.5-7B,8,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,8,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,8,mlp.up_proj,6,18944,3584
Qwen2.5-7B,8,mlp.down_proj,7,3584,18944
Qwen2.5-7B,9,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,9,self_attn.k_proj,2,512,3584
Qwen2.5-7B,9,self_attn.v_proj,3,512,3584
Qwen2.5-7B,9,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,9,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,9,mlp.up_proj,6,18944,3584
Qwen2.5-7B,9,mlp.down_proj,7,3584,18944
Qwen2.5-7B,10,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,10,self_attn.k_proj,2,512,3584
Qwen2.5-7B,10,self_attn.v_proj,3,512,3584
Qwen2.5-7B,10,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,10,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,10,mlp.up_proj,6,18944,3584
Qwen2.5-7B,10,mlp.down_proj,7,3584,18944
Qwen2.5-7B,11,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,11,self_attn.k_proj,2,512,3584
Qwen2.5-7B,11,self_attn.v_proj,3,512,3584
Qwen2.5-7B,11,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,11,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,11,mlp.up_proj,6,18944,3584
Qwen2.5-7B,11,mlp.down_proj,7,3584,18944
Qwen2.5-7B,12,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,12,self_attn.k_proj,2,512,3584
Qwen2.5-7B,12,self_attn.v_proj,3,512,3584
Qwen2.5-7B,12,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,12,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,12,mlp.up_proj,6,18944,3584
Qwen2.5-7B,12,mlp.down_proj,7,3584,18944
Qwen2.5-7B,13,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,13,self_attn.k_proj,2,512,3584
Qwen2.5-7B,13,self_attn.v_proj,3,512,3584
Qwen2.5-7B,13,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,13,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,13,mlp.up_proj,6,18944,3584
Qwen2.5-7B,13,mlp.down_proj,7,3584,18944
Qwen2.5-7B,14,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,14,self_attn.k_proj,2,512,3584
Qwen2.5-7B,14,self_attn.v_proj,3,512,3584
Qwen2.5-7B,14,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,14,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,14,mlp.up_proj,6,18944,3584
Qwen2.5-7B,14,mlp.down_proj,7,3584,18944
Qwen2.5-7B,15,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,15,self_attn.k_proj,2,512,3584
Qwen2.5-7B,15,self_attn.v_proj,3,512,3584
Qwen2.5-7B,15,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,15,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,15,mlp.up_proj,6,18944,3584
Qwen2.5-7B,15,mlp.down_proj,7,3584,18944
Qwen2.5-7B,16,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,16,self_attn.k_proj,2,512,3584
Qwen2.5-7B,16,self_attn.v_proj,3,512,3584
Qwen2.5-7B,16,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,16,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,16,mlp.up_proj,6,18944,3584
Qwen2.5-7B,16,mlp.down_proj,7,3584,18944
Qwen2.5-7B,17,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,17,self_attn.k_proj,2,512,3584
Qwen2.5-7B,17,self_attn.v_proj,3,512,3584
Qwen2.5-7B,17,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,17,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,17,mlp.up_proj,6,18944,3584
Qwen2.5-7B,17,mlp.down_proj,7,3584,18944
Qwen2.5-7B,18,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,18,self_attn.k_proj,2,512,3584
Qwen2.5-7B,18,self_attn.v_proj,3,512,3584
Qwen2.5-7B,18,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,18,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,18,mlp.up_proj,6,18944,3584
Qwen2.5-7B,18,mlp.down_proj,7,3584,18944
Qwen2.5-7B,19,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,19,self_attn.k_proj,2,512,3584
Qwen2.5-7B,19,self_attn.v_proj,3,512,3584
Qwen2.5-7B,19,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,19,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,19,mlp.up_proj,6,18944,3584
Qwen2.5-7B,19,mlp.down_proj,7,3584,18944
Qwen2.5-7B,20,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,20,self_attn.k_proj,2,512,3584
Qwen2.5-7B,20,self_attn.v_proj,3,512,3584
Qwen2.5-7B,20,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,20,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,20,mlp.up_proj,6,18944,3584
Qwen2.5-7B,20,mlp.down_proj,7,3584,18944
Qwen2.5-7B,21,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,21,self_attn.k_proj,2,512,3584
Qwen2.5-7B,21,self_attn.v_proj,3,512,3584
Qwen2.5-7B,21,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,21,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,21,mlp.up_proj,6,18944,3584
Qwen2.5-7B,21,mlp.down_proj,7,3584,18944
Qwen2.5-7B,22,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,22,self_attn.k_proj,2,512,3584
Qwen2.5-7B,22,self_attn.v_proj,3,512,3584
Qwen2.5-7B,22,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,22,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,22,mlp.up_proj,6,18944,3584
Qwen2.5-7B,22,mlp.down_proj,7,3584,18944
Qwen2.5-7B,23,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,23,self_attn.k_proj,2,512,3584
Qwen2.5-7B,23,self_attn.v_proj,3,512,3584
Qwen2.5-7B,23,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,23,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,23,mlp.up_proj,6,18944,3584
Qwen2.5-7B,23,mlp.down_proj,7,3584,18944
Qwen2.5-7B,24,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,24,self_attn.k_proj,2,512,3584
Qwen2.5-7B,24,self_attn.v_proj,3,512,3584
Qwen2.5-7B,24,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,24,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,24,mlp.up_proj,6,18944,3584
Qwen2.5-7B,24,mlp.down_proj,7,3584,18944
Qwen2.5-7B,25,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,25,self_attn.k_proj,2,512,3584
Qwen2.5-7B,25,self_attn.v_proj,3,512,3584
Qwen2.5-7B,25,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,25,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,25,mlp.up_proj,6,18944,3584
Qwen2.5-7B,25,mlp.down_proj,7,3584,18944
Qwen2.5-7B,26,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,26,self_attn.k_proj,2,512,3584
Qwen2.5-7B,26,self_attn.v_proj,3,512,3584
Qwen2.5-7B,26,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,26,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,26,mlp.up_proj,6,18944,3584
Qwen2.5-7B,26,mlp.down_proj,7,3584,18944
Qwen2.5-7B,27,self_attn.q_proj,1,3584,3584
Qwen2.5-7B,27,self_attn.k_proj,2,512,3584
Qwen2.5-7B,27,self_attn.v_proj,3,512,3584
Qwen2.5-7B,27,self_attn.o_proj,4,3584,3584
Qwen2.5-7B,27,mlp.gate_proj,5,18944,3584
Qwen2.5-7B,27,mlp.up_proj,6,18944,3584
Qwen2.5-7B,27,mlp.down_proj,7,3584,18944
