model,sparsity,pruning_data,dataset,acc,bleu,ppl,f1
meta-llama/Llama-2-7b-hf,0.5,oscar,commonsense_qa,0.276003276003276,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,ds1000,,,,0.8130212426185608
meta-llama/Llama-2-7b-hf,0.5,oscar,esnli,0.4137825732899022,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,gsm8k,0.0159211523881728,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,iwslt,,0.2282317941385208,,
meta-llama/Llama-2-7b-hf,0.5,oscar,mawps,0.2307692307692307,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,mbpp,,,,0.7753321528434753
meta-llama/Llama-2-7b-hf,0.5,oscar,opc,,,,0.7443937659263611
meta-llama/Llama-2-7b-hf,0.5,oscar,oscar,,,6.8464508056640625,
meta-llama/Llama-2-7b-hf,0.5,oscar,pile,,,5.270439147949219,
meta-llama/Llama-2-7b-hf,0.5,oscar,race,0.3115119578435346,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,redpajama,,,8.074752807617188,
meta-llama/Llama-2-7b-hf,0.5,oscar,rte,0.592057761732852,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,svamp,0.18,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,wikitext2,,,6.459644317626953,
meta-llama/Llama-2-7b-hf,0.5,oscar,winogrande,0.4869771112865035,,,
meta-llama/Llama-2-7b-hf,0.5,oscar,wmt14,,0.2228096404980465,,
meta-llama/Llama-2-7b-hf,0.5,pile,anli_r1,0.345,,,
meta-llama/Llama-2-7b-hf,0.5,pile,boolq,0.2171253822629969,,,
meta-llama/Llama-2-7b-hf,0.5,pile,c4,,,9.657292366027832,
meta-llama/Llama-2-7b-hf,0.5,pile,commonsense_qa,0.2694512694512694,,,
meta-llama/Llama-2-7b-hf,0.5,pile,ds1000,,,,0.8145043849945068
meta-llama/Llama-2-7b-hf,0.5,pile,esnli,0.4134771986970684,,,
meta-llama/Llama-2-7b-hf,0.5,pile,gsm8k,0.0159211523881728,,,
meta-llama/Llama-2-7b-hf,0.5,pile,iwslt,,0.2299347469869443,,
meta-llama/Llama-2-7b-hf,0.5,pile,mawps,0.2442307692307692,,,
meta-llama/Llama-2-7b-hf,0.5,pile,mbpp,,,,0.7723464369773865
meta-llama/Llama-2-7b-hf,0.5,pile,opc,,,,0.7534655928611755
meta-llama/Llama-2-7b-hf,0.5,pile,oscar,,,6.91829776763916,
meta-llama/Llama-2-7b-hf,0.5,pile,pile,,,5.214707851409912,
meta-llama/Llama-2-7b-hf,0.5,pile,race,0.3090798540737738,,,
meta-llama/Llama-2-7b-hf,0.5,pile,redpajama,,,8.133800506591797,
meta-llama/Llama-2-7b-hf,0.5,pile,rte,0.5523465703971119,,,
meta-llama/Llama-2-7b-hf,0.5,pile,svamp,0.19,,,
meta-llama/Llama-2-7b-hf,0.5,pile,wikitext2,,,6.442127227783203,
meta-llama/Llama-2-7b-hf,0.5,pile,winogrande,0.4853985793212312,,,
meta-llama/Llama-2-7b-hf,0.5,pile,wmt14,,0.2221291967615961,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,anli_r1,0.363,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,boolq,0.2969418960244648,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,c4,,,9.954245567321776,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,commonsense_qa,0.2891072891072891,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,ds1000,,,,0.81787109375
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,esnli,0.3956636807817589,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,gsm8k,0.0219863532979529,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,iwslt,,0.2479944801301596,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,mawps,0.2365384615384615,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,mbpp,,,,0.7766863703727722
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,opc,,,,0.751397967338562
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,oscar,,,7.293001174926758,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,pile,,,5.246836185455322,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,race,0.2877989460883664,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,redpajama,,,8.118124008178711,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,rte,0.4765342960288808,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,svamp,0.2133333333333333,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,wikitext2,,,6.933158874511719,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,winogrande,0.5185477505919495,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_flatten,wmt14,,0.2379152925898981,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,anli_r1,0.351,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,boolq,0.3253822629969419,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,c4,,,9.847509384155272,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,commonsense_qa,0.3005733005733005,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,ds1000,,,,0.8181023597717285
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,esnli,0.3928135179153094,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,gsm8k,0.0189537528430629,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,iwslt,,0.2466811665128723,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,mawps,0.2134615384615384,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,mbpp,,,,0.775433361530304
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,opc,,,,0.7502204775810242
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,oscar,,,7.235982418060303,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,pile,,,5.203330039978027,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,race,0.2829347385488447,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,redpajama,,,8.05903148651123,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,rte,0.4512635379061371,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,svamp,0.2066666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,wikitext2,,,6.869304656982422,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,winogrande,0.5035516969218626,,,
meta-llama/Llama-2-7b-hf,0.5,prototype_mean,wmt14,,0.2341119582305895,,
meta-llama/Llama-2-7b-hf,0.5,race,anli_r1,0.344,,,
meta-llama/Llama-2-7b-hf,0.5,race,boolq,0.282262996941896,,,
meta-llama/Llama-2-7b-hf,0.5,race,c4,,,9.563318252563477,
meta-llama/Llama-2-7b-hf,0.5,race,commonsense_qa,0.303030303030303,,,
meta-llama/Llama-2-7b-hf,0.5,race,ds1000,,,,0.8028648495674133
meta-llama/Llama-2-7b-hf,0.5,race,esnli,0.4087947882736156,,,
meta-llama/Llama-2-7b-hf,0.5,race,gsm8k,0.0128885519332827,,,
meta-llama/Llama-2-7b-hf,0.5,race,iwslt,,0.2145720782105753,,
meta-llama/Llama-2-7b-hf,0.5,race,mawps,0.1884615384615384,,,
meta-llama/Llama-2-7b-hf,0.5,race,mbpp,,,,0.7712160348892212
meta-llama/Llama-2-7b-hf,0.5,race,opc,,,,0.7448166012763977
meta-llama/Llama-2-7b-hf,0.5,race,oscar,,,6.910486698150635,
meta-llama/Llama-2-7b-hf,0.5,race,pile,,,5.304886341094971,
meta-llama/Llama-2-7b-hf,0.5,race,race,0.3109039319010944,,,
meta-llama/Llama-2-7b-hf,0.5,race,redpajama,,,8.123221397399902,
meta-llama/Llama-2-7b-hf,0.5,race,rte,0.555956678700361,,,
meta-llama/Llama-2-7b-hf,0.5,race,svamp,0.17,,,
meta-llama/Llama-2-7b-hf,0.5,race,wikitext2,,,6.423243045806885,
meta-llama/Llama-2-7b-hf,0.5,race,winogrande,0.494869771112865,,,
meta-llama/Llama-2-7b-hf,0.5,race,wmt14,,0.2087222018796435,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,anli_r1,0.351,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,boolq,0.3128440366972477,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,c4,,,9.85693359375,
meta-llama/Llama-2-7b-hf,0.5,random_sample,commonsense_qa,0.3079443079443079,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,ds1000,,,,0.8140339851379395
meta-llama/Llama-2-7b-hf,0.5,random_sample,esnli,0.3938314332247557,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,gsm8k,0.0174374526156178,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,iwslt,,0.250649942877163,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,mawps,0.2230769230769231,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,mbpp,,,,0.7729730010032654
meta-llama/Llama-2-7b-hf,0.5,random_sample,opc,,,,0.7495301365852356
meta-llama/Llama-2-7b-hf,0.5,random_sample,oscar,,,7.2431321144104,
meta-llama/Llama-2-7b-hf,0.5,random_sample,pile,,,5.2061238288879395,
meta-llama/Llama-2-7b-hf,0.5,random_sample,race,0.2859748682610458,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,redpajama,,,8.062464714050293,
meta-llama/Llama-2-7b-hf,0.5,random_sample,rte,0.4657039711191336,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,svamp,0.2133333333333333,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,wikitext2,,,6.891440391540527,
meta-llama/Llama-2-7b-hf,0.5,random_sample,winogrande,0.510655090765588,,,
meta-llama/Llama-2-7b-hf,0.5,random_sample,wmt14,,0.2398929276825394,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,anli_r1,0.331,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,boolq,0.2036697247706422,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,c4,,,9.572046279907228,
meta-llama/Llama-2-7b-hf,0.5,redpajama,commonsense_qa,0.2628992628992629,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,ds1000,,,,0.813083291053772
meta-llama/Llama-2-7b-hf,0.5,redpajama,esnli,0.4028908794788273,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,gsm8k,0.0159211523881728,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,iwslt,,0.236539317545373,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,mawps,0.2269230769230769,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,mbpp,,,,0.7733896970748901
meta-llama/Llama-2-7b-hf,0.5,redpajama,opc,,,,0.7454392910003662
meta-llama/Llama-2-7b-hf,0.5,redpajama,oscar,,,6.937198638916016,
meta-llama/Llama-2-7b-hf,0.5,redpajama,pile,,,5.280213832855225,
meta-llama/Llama-2-7b-hf,0.5,redpajama,race,0.3074584515605999,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,redpajama,,,8.035578727722168,
meta-llama/Llama-2-7b-hf,0.5,redpajama,rte,0.5703971119133574,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,svamp,0.18,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,wikitext2,,,6.431119441986084,
meta-llama/Llama-2-7b-hf,0.5,redpajama,winogrande,0.4980268350434096,,,
meta-llama/Llama-2-7b-hf,0.5,redpajama,wmt14,,0.2279131229305545,,
meta-llama/Llama-2-7b-hf,0.5,rte,anli_r1,0.348,,,
meta-llama/Llama-2-7b-hf,0.5,rte,boolq,0.2718654434250764,,,
meta-llama/Llama-2-7b-hf,0.5,rte,c4,,,9.545661926269531,
meta-llama/Llama-2-7b-hf,0.5,rte,commonsense_qa,0.2825552825552825,,,
meta-llama/Llama-2-7b-hf,0.5,rte,ds1000,,,,0.8028064966201782
meta-llama/Llama-2-7b-hf,0.5,rte,esnli,0.3933224755700326,,,
meta-llama/Llama-2-7b-hf,0.5,rte,gsm8k,0.0144048521607278,,,
meta-llama/Llama-2-7b-hf,0.5,rte,iwslt,,0.2203423697557563,,
meta-llama/Llama-2-7b-hf,0.5,rte,mawps,0.1692307692307692,,,
meta-llama/Llama-2-7b-hf,0.5,rte,mbpp,,,,0.7698308825492859
meta-llama/Llama-2-7b-hf,0.5,rte,opc,,,,0.7467024922370911
meta-llama/Llama-2-7b-hf,0.5,rte,oscar,,,6.958795070648193,
meta-llama/Llama-2-7b-hf,0.5,rte,pile,,,5.310115814208984,
meta-llama/Llama-2-7b-hf,0.5,rte,race,0.29813538710985,,,
meta-llama/Llama-2-7b-hf,0.5,rte,redpajama,,,8.06417179107666,
meta-llama/Llama-2-7b-hf,0.5,rte,rte,0.5415162454873647,,,
meta-llama/Llama-2-7b-hf,0.5,rte,svamp,0.14,,,
meta-llama/Llama-2-7b-hf,0.5,rte,wikitext2,,,6.421708106994629,
meta-llama/Llama-2-7b-hf,0.5,rte,winogrande,0.4909234411996843,,,
meta-llama/Llama-2-7b-hf,0.5,rte,wmt14,,0.2174735136980327,,
meta-llama/Llama-2-7b-hf,0.5,svamp,anli_r1,0.352,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,boolq,0.164525993883792,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,c4,,,9.88137912750244,
meta-llama/Llama-2-7b-hf,0.5,svamp,commonsense_qa,0.3104013104013104,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,ds1000,,,,0.8119364976882935
meta-llama/Llama-2-7b-hf,0.5,svamp,esnli,0.3623778501628664,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,gsm8k,0.0113722517058377,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,iwslt,,0.2292659720020987,,
meta-llama/Llama-2-7b-hf,0.5,svamp,mawps,0.2307692307692307,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,mbpp,,,,0.7760701775550842
meta-llama/Llama-2-7b-hf,0.5,svamp,opc,,,,0.747394323348999
meta-llama/Llama-2-7b-hf,0.5,svamp,oscar,,,7.179100036621094,
meta-llama/Llama-2-7b-hf,0.5,svamp,pile,,,5.374842166900635,
meta-llama/Llama-2-7b-hf,0.5,svamp,race,0.3100932306445075,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,redpajama,,,8.271770477294922,
meta-llama/Llama-2-7b-hf,0.5,svamp,rte,0.555956678700361,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,svamp,0.2066666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,wikitext2,,,6.675698757171631,
meta-llama/Llama-2-7b-hf,0.5,svamp,winogrande,0.4917127071823204,,,
meta-llama/Llama-2-7b-hf,0.5,svamp,wmt14,,0.2189681827956022,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,anli_r1,0.343,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,boolq,0.100611620795107,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,c4,,,9.635530471801758,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,commonsense_qa,0.2743652743652743,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,ds1000,,,,0.8117890954017639
meta-llama/Llama-2-7b-hf,0.5,wikitext2,esnli,0.3966815960912052,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,gsm8k,0.0166793025018953,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,iwslt,,0.2069822102226396,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,mawps,0.25,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,mbpp,,,,0.7729068398475647
meta-llama/Llama-2-7b-hf,0.5,wikitext2,opc,,,,0.749375581741333
meta-llama/Llama-2-7b-hf,0.5,wikitext2,oscar,,,6.880256175994873,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,pile,,,5.283102989196777,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,race,0.2835427644912849,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,redpajama,,,8.139416694641113,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,rte,0.4548736462093863,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,svamp,0.21,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,wikitext2,,,6.3067169189453125,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,winogrande,0.5224940805051302,,,
meta-llama/Llama-2-7b-hf,0.5,wikitext2,wmt14,,0.2068102271620143,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,anli_r1,0.353,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,boolq,0.3051987767584098,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,c4,,,9.951772689819336,
meta-llama/Llama-2-7b-hf,0.5,winogrande,commonsense_qa,0.3235053235053235,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,ds1000,,,,0.8125425577163696
meta-llama/Llama-2-7b-hf,0.5,winogrande,esnli,0.3853827361563517,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,gsm8k,0.0106141015921152,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,iwslt,,0.2340053834986924,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,mawps,0.1134615384615384,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,mbpp,,,,0.7719475030899048
meta-llama/Llama-2-7b-hf,0.5,winogrande,opc,,,,0.7475261688232422
meta-llama/Llama-2-7b-hf,0.5,winogrande,oscar,,,7.162301063537598,
meta-llama/Llama-2-7b-hf,0.5,winogrande,pile,,,5.403295040130615,
meta-llama/Llama-2-7b-hf,0.5,winogrande,race,0.3027969193352249,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,redpajama,,,8.288633346557617,
meta-llama/Llama-2-7b-hf,0.5,winogrande,rte,0.5631768953068592,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,svamp,0.1266666666666666,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,wikitext2,,,6.724791526794434,
meta-llama/Llama-2-7b-hf,0.5,winogrande,winogrande,0.4956590370955012,,,
meta-llama/Llama-2-7b-hf,0.5,winogrande,wmt14,,0.2249725511203688,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,anli_r1,0.359,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,boolq,0.0724770642201834,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,c4,,,9.702704429626465,
meta-llama/Llama-2-7b-hf,0.5,wmt14,commonsense_qa,0.2563472563472563,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,ds1000,,,,0.8065416216850281
meta-llama/Llama-2-7b-hf,0.5,wmt14,esnli,0.3901669381107492,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,gsm8k,0.0121304018195602,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,iwslt,,0.2525129081299371,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,mawps,0.1557692307692307,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,mbpp,,,,0.768663763999939
meta-llama/Llama-2-7b-hf,0.5,wmt14,opc,,,,0.7367433905601501
meta-llama/Llama-2-7b-hf,0.5,wmt14,oscar,,,7.078845500946045,
meta-llama/Llama-2-7b-hf,0.5,wmt14,pile,,,5.389894008636475,
meta-llama/Llama-2-7b-hf,0.5,wmt14,race,0.2999594649371706,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,redpajama,,,8.193458557128906,
meta-llama/Llama-2-7b-hf,0.5,wmt14,rte,0.5631768953068592,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,svamp,0.15,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,wikitext2,,,6.543060302734375,
meta-llama/Llama-2-7b-hf,0.5,wmt14,winogrande,0.489344909234412,,,
meta-llama/Llama-2-7b-hf,0.5,wmt14,wmt14,,0.2421532776690752,,
microsoft/phi-2,0.0,none,anli_r1,0.325,,,
microsoft/phi-2,0.0,none,boolq,0.790519877675841,,,
microsoft/phi-2,0.0,none,c4,,,15.500749588012695,
microsoft/phi-2,0.0,none,commonsense_qa,0.6535626535626535,,,
microsoft/phi-2,0.0,none,ds1000,,,,0.8347527384757996
microsoft/phi-2,0.0,none,esnli,0.5396986970684039,,,
microsoft/phi-2,0.0,none,gsm8k,0.0098559514783927,,,
microsoft/phi-2,0.0,none,iwslt,,0.117617301645747,,
microsoft/phi-2,0.0,none,mawps,0.6057692307692307,,,
microsoft/phi-2,0.0,none,mbpp,,,,0.8027678728103638
microsoft/phi-2,0.0,none,opc,,,,0.8089314699172974
microsoft/phi-2,0.0,none,oscar,,,10.761672019958496,
microsoft/phi-2,0.0,none,pile,,,6.834073066711426,
microsoft/phi-2,0.0,none,race,0.7498986623429267,,,
microsoft/phi-2,0.0,none,redpajama,,,15.354419708251951,
microsoft/phi-2,0.0,none,rte,0.5270758122743683,,,
microsoft/phi-2,0.0,none,svamp,0.4933333333333333,,,
microsoft/phi-2,0.0,none,wikitext2,,,9.709232330322266,
microsoft/phi-2,0.0,none,winogrande,0.5919494869771112,,,
microsoft/phi-2,0.0,none,wmt14,,0.1248136237610611,,
microsoft/phi-2,0.5,anli_r1,anli_r1,0.335,,,
microsoft/phi-2,0.5,anli_r1,boolq,0.618348623853211,,,
microsoft/phi-2,0.5,anli_r1,c4,,,20.895790100097656,
microsoft/phi-2,0.5,anli_r1,commonsense_qa,0.5741195741195741,,,
microsoft/phi-2,0.5,anli_r1,ds1000,,,,0.8171557784080505
microsoft/phi-2,0.5,anli_r1,esnli,0.5254478827361564,,,
microsoft/phi-2,0.5,anli_r1,gsm8k,0.0068233510235026,,,
microsoft/phi-2,0.5,anli_r1,iwslt,,0.0121693265954559,,
microsoft/phi-2,0.5,anli_r1,mawps,0.3288461538461538,,,
microsoft/phi-2,0.5,anli_r1,mbpp,,,,0.8023430109024048
microsoft/phi-2,0.5,anli_r1,opc,,,,0.7853022813796997
microsoft/phi-2,0.5,anli_r1,oscar,,,14.373279571533203,
microsoft/phi-2,0.5,anli_r1,pile,,,9.122513771057127,
microsoft/phi-2,0.5,anli_r1,race,0.6309282529387921,,,
microsoft/phi-2,0.5,anli_r1,redpajama,,,21.018526077270508,
microsoft/phi-2,0.5,anli_r1,rte,0.5270758122743683,,,
microsoft/phi-2,0.5,anli_r1,svamp,0.3733333333333333,,,
microsoft/phi-2,0.5,anli_r1,wikitext2,,,14.429043769836426,
microsoft/phi-2,0.5,anli_r1,winogrande,0.5098658247829518,,,
microsoft/phi-2,0.5,anli_r1,wmt14,,0.0180048572581464,,
microsoft/phi-2,0.5,boolq,anli_r1,0.336,,,
microsoft/phi-2,0.5,boolq,boolq,0.6015290519877676,,,
microsoft/phi-2,0.5,boolq,c4,,,20.072540283203125,
microsoft/phi-2,0.5,boolq,commonsense_qa,0.5864045864045864,,,
microsoft/phi-2,0.5,boolq,ds1000,,,,0.8161798119544983
microsoft/phi-2,0.5,boolq,esnli,0.4622353420195439,,,
microsoft/phi-2,0.5,boolq,gsm8k,0.0083396512509476,,,
microsoft/phi-2,0.5,boolq,iwslt,,0.009010917017551,,
microsoft/phi-2,0.5,boolq,mawps,0.3230769230769231,,,
microsoft/phi-2,0.5,boolq,mbpp,,,,0.8025677800178528
microsoft/phi-2,0.5,boolq,opc,,,,0.7862457036972046
microsoft/phi-2,0.5,boolq,oscar,,,13.96635627746582,
microsoft/phi-2,0.5,boolq,pile,,,8.869125366210938,
microsoft/phi-2,0.5,boolq,race,0.6309282529387921,,,
microsoft/phi-2,0.5,boolq,redpajama,,,20.503612518310547,
microsoft/phi-2,0.5,boolq,rte,0.5306859205776173,,,
microsoft/phi-2,0.5,boolq,svamp,0.3633333333333333,,,
microsoft/phi-2,0.5,boolq,wikitext2,,,14.000439643859863,
microsoft/phi-2,0.5,boolq,winogrande,0.5256511444356748,,,
microsoft/phi-2,0.5,boolq,wmt14,,0.0176574583170056,,
microsoft/phi-2,0.5,c4,anli_r1,0.338,,,
microsoft/phi-2,0.5,c4,boolq,0.4740061162079511,,,
microsoft/phi-2,0.5,c4,c4,,,20.048629760742188,
microsoft/phi-2,0.5,c4,commonsense_qa,0.5962325962325963,,,
microsoft/phi-2,0.5,c4,ds1000,,,,0.8127245903015137
microsoft/phi-2,0.5,c4,esnli,0.5082451140065146,,,
microsoft/phi-2,0.5,c4,gsm8k,0.0083396512509476,,,
microsoft/phi-2,0.5,c4,iwslt,,0.0091544581159587,,
microsoft/phi-2,0.5,c4,mawps,0.3615384615384615,,,
microsoft/phi-2,0.5,c4,mbpp,,,,0.7943868637084961
microsoft/phi-2,0.5,c4,opc,,,,0.7774933576583862
microsoft/phi-2,0.5,c4,oscar,,,13.938241004943848,
microsoft/phi-2,0.5,c4,pile,,,8.891620635986328,
microsoft/phi-2,0.5,c4,race,0.6489663558978517,,,
microsoft/phi-2,0.5,c4,redpajama,,,20.532066345214844,
microsoft/phi-2,0.5,c4,rte,0.6028880866425993,,,
microsoft/phi-2,0.5,c4,svamp,0.39,,,
microsoft/phi-2,0.5,c4,wikitext2,,,14.276031494140623,
microsoft/phi-2,0.5,c4,winogrande,0.5438042620363063,,,
microsoft/phi-2,0.5,c4,wmt14,,0.019120964914117,,
microsoft/phi-2,0.5,commonsense_qa,anli_r1,0.334,,,
microsoft/phi-2,0.5,commonsense_qa,boolq,0.5709480122324159,,,
microsoft/phi-2,0.5,commonsense_qa,c4,,,21.28376007080078,
microsoft/phi-2,0.5,commonsense_qa,commonsense_qa,0.5692055692055692,,,
microsoft/phi-2,0.5,commonsense_qa,ds1000,,,,0.8105294704437256
microsoft/phi-2,0.5,commonsense_qa,esnli,0.4325122149837133,,,
microsoft/phi-2,0.5,commonsense_qa,gsm8k,0.0136467020470053,,,
microsoft/phi-2,0.5,commonsense_qa,iwslt,,0.0083205602430402,,
microsoft/phi-2,0.5,commonsense_qa,mawps,0.3653846153846153,,,
microsoft/phi-2,0.5,commonsense_qa,mbpp,,,,0.7981514930725098
microsoft/phi-2,0.5,commonsense_qa,opc,,,,0.7752198576927185
microsoft/phi-2,0.5,commonsense_qa,oscar,,,14.863097190856934,
microsoft/phi-2,0.5,commonsense_qa,pile,,,9.440407752990724,
microsoft/phi-2,0.5,commonsense_qa,race,0.6493717065261451,,,
microsoft/phi-2,0.5,commonsense_qa,redpajama,,,21.83517837524414,
microsoft/phi-2,0.5,commonsense_qa,rte,0.5270758122743683,,,
microsoft/phi-2,0.5,commonsense_qa,svamp,0.3666666666666666,,,
microsoft/phi-2,0.5,commonsense_qa,wikitext2,,,15.346558570861816,
microsoft/phi-2,0.5,commonsense_qa,winogrande,0.5406471981057617,,,
microsoft/phi-2,0.5,commonsense_qa,wmt14,,0.0090797527390301,,
microsoft/phi-2,0.5,ds1000,anli_r1,0.334,,,
microsoft/phi-2,0.5,ds1000,boolq,0.5113149847094801,,,
microsoft/phi-2,0.5,ds1000,c4,,,23.39203834533691,
microsoft/phi-2,0.5,ds1000,commonsense_qa,0.5151515151515151,,,
microsoft/phi-2,0.5,ds1000,ds1000,,,,0.8190765380859375
microsoft/phi-2,0.5,ds1000,esnli,0.4606066775244299,,,
microsoft/phi-2,0.5,ds1000,gsm8k,0.0083396512509476,,,
microsoft/phi-2,0.5,ds1000,iwslt,,0.0094389262898758,,
microsoft/phi-2,0.5,ds1000,mawps,0.3788461538461538,,,
microsoft/phi-2,0.5,ds1000,mbpp,,,,0.802948534488678
microsoft/phi-2,0.5,ds1000,opc,,,,0.789945125579834
microsoft/phi-2,0.5,ds1000,oscar,,,15.805882453918455,
